RECIPE_ID,COOKING_NO,COOKING_DC
280,1,풋마늘은 껍질을 벗겨 깨끗이 씻은 후 길이 10cm 정도로 썰어 놓는다.
280,2,"갑오징어는 뼈와 먹물을 빼고 껍질을 벗긴 후 깨끗이 씻는다. 갑오징어에 칼집을 약간 넣고 넓이 2cm, 길이는 풋마늘보다 약간 길게 잘라준다."
280,3,오징어와 풋마늘을 섞어 꼬지에 꿰어 밀가루를 묻힌다. 밀가루와 물을 1:1의 비율로 넣어 반죽을 해놓는다.
280,4,3번의 꼬지에 반죽을 발라가며 구운 다음 양념장을 끼얹어 낸다.
281,1,"상추는 한입 크기로 찢고 오이, 대파는 납작하게 어슷썰어 간장, 식초, 고춧가루, 설탕, 참기름을 넣어 살짝 무친다."
281,2,"도라지는 잘게 찢어 소금에 주물러 쓴 맛을 뺀 후 파, 마늘, 깨소금, 참기름으로 양념하여 볶는다."
281,3,"고사리는 연한 줄기만 다듬어 간장, 파, 마늘, 깨소금으로 양념하여 볶고 당근은 채썰어 기름에 볶는다."
281,4,쇠고기 다진 것은 분량의 재료로 양념한 후 고추장과 같이 기름에 살짝 볶아 약고추장을 만든다.
281,5,"비빔밥 그릇에 밥을 담고 ①, ②, ③을 보기좋게 얹어 약고추장을 곁들여 비벼 먹는다."
282,1,두부는 멍울이 지지 않도록 체에 내려 소금 약간과 조미술을 뿌린다.
282,2,"유리볼에 계란과 다시물을 섞고 소금, 조미술, 간장으로 간을 한 후 고운 체에 걸러 알끈 등을 제거한다."
282,3,생표고버섯은 기둥을 채썰고 모시조개는 소금물에 담가 해감 시킨 후 살짝 데치고 새우는 내장을 제거한 후 삶아 껍질을 벗긴다. 은행도 끓는물에 데쳐 껍질을 벗긴다.
282,4,②에 체에 내린 두부를 넣어 서로 잘 섞이도록 저어준다.
282,5,찜그릇에 속재료를 넣고 계란물을 부어 은박지로 뚜껑을 만들어 덮고 김 오른 찜통에 13분 정도 쪄 부드럽게 먹는다.
283,1,양상추는 한 잎씩 떼어 흐르는 찬물에 씻은 후 물기를 뺀다.
283,2,물기를 뺀 양상추를 한입 크기로 잘라 놓는다. 이때 손으로 자연스럽게 찢어주는 것이 좋다.
283,3,오이피클은 동그란 단면을 살려 약 3mm 두께로 썬다.
283,4,훈제연어는 양상추보다 약간 작은 정도로 썰어 준비한다.
283,5,체리는 반으로 자르고 무순도 흐르는 물에 헹구어 물기를 뺀다.
283,6,"한입 크기로 잘라놓은 양상추 위에 땅콩 버터를 약간 바르고 그 위에 훈제 연어를 올린 후 피클, 무순, 체리의 순서로 얹는다."
284,1,브로콜리는 반으로 나누어 한 쪽은 소금과 기름을 넣어 삶아내고 나머지 반쪽은 살짝 데쳐낸다.
284,2,삶은 브로콜리는 잘게 썰고 살짝 데친 브로콜리는 작은 송이로 떼어 준비한다.
284,3,프라이팬에 버터를 두르고 삶아 놓은 브로콜리를 넣어 볶다가 밀가루를 넣어 다시 볶아준다.
284,4,③에 생크림과 우유를 넣어 걸쭉하게 만들어준 다음 믹서에 갈아낸다.
284,5,"④를 다시 냄비에 담고 뭉근히 끓여 소금, 후춧가루로 간을 하고 데친 브로콜리를 넣어 살짝 끓인 후 접시에 담아 낸다."
285,1,오징어는 껍질을 벗겨 잘 씻은 후 끓는 물에 살짝 데쳐 사방 3cm 정도 크기의 정사각형으로 썬다.
285,2,새우도 상온에서 해동해 물에 잘 흔들어 씻은 후 끓는물에 살짝 데친다.
285,3,가래떡은 동그란 단면을 살려 1.5cm 두께로 썰어 놓는다.
285,4,피망도 오징어와 비슷한 크기로 썰어 놓는다.
285,5,"꼬치에 오징어, 새우, 가래떡, 피망을 끼워 넣고 양념장을 발라가며 그릴에 굽는다."
286,1,"피망, 햄, 양파는 모두 옥수수알 크기 정도로 깍둑썰기 하고 옥수수는 체에 밭쳐 물기를 뺀다."
286,2,"기름을 두른 팬에 옥수수와 햄, 당근을 넣고 소금, 후춧가루로 간을 하면서 볶아낸다."
286,3,피망과 양파를 넣어 한번 더 볶아낸 후 밥을 넣어 살살 펴주면서 볶는다. 이 때 기름이 떨어지지 않도록 보충해 가며 볶아주는 것이 좋다.
286,4,"소금, 후춧가루로 마무리 간을 한 후 접시에 담아 낸다."
287,1,꽁치 통조림은 체에 밭쳐 물기를 거둔다.
287,2,김치는 속을 잘 털어서 적당한 크기로 썰어둔다.
287,3,냄비에 김치와 꽁치를 켜켜이 얹는다.
287,4,"고춧가루, 설탕, 간장, 마늘, 대파, 물 등을 섞어 양념장을 만든 뒤 김치와 꽁치에 뿌려 은근한 불에 조려준다."
287,5,참기름을 둘러 마무리한 뒤 상에 낸다.
288,1,"돈까스 고기는 소금과 후춧가루, 생강즙으로 밑간을 한다."
288,2,피자치즈는 넓적하고 얇게 썰어 준비하고 피망은 잘게 다진다.
288,3,돈까스 고기 위에 피자치즈를 얹고 피망 다진 것을 얹은 다음 다시 피자치즈를 얹고 고기를 얹어 꼭꼭 누른다.
288,4,고기에 밀가루를 잘 묻힌 뒤 계란물에 담갔다가 빵가루를 꼼꼼하게 입힌다.
288,5,170℃로 달궈진 기름에 넣고 잘 튀겨낸다.
289,1,분량의 양념 재료를 섞어 쇠고기 양념장과 떡볶이 양념장을 각각 만들어 둔다.
289,2,떡은 뜨거운 물에 10분 정도 불린 후 쇠고기 양념장을 약간 덜어 밑간을 해 놓는다.
289,3,"양파, 당근, 피망, 표고버섯은 채썰고 쇠고기와 표고버섯은 쇠고기 양념장에 버무려 둔다."
289,4,"프라이팬에 기름을 두르고 채썬 쇠고기와 표고버섯, 떡을 넣고 볶아준다."
289,5,쇠고기가 익으면 야채를 넣고 ①의 떡볶이를 넣고 볶아준다.
289,6,참기름을 넣고 마무리해서 접시에 담아 낸다.
290,1,춘권피는 바구니 모양을 만들어 기름에 튀겨낸다.
290,2,무순은 깨끗이 씻어 물기를 거두고 깻잎은 잘 씻어 얇게 채썬다.
290,3,토마토는 껍질을 벗겨 잘게 썰고 양파도 잘게 썬다.
290,4,쇠고기는 불고기양념을 해서 재워놓고 분량의 양념재료를 섞어 소스를 만든다.
290,5,튀긴 춘권피 바구니에 쇠고기와 여러가지 토핑을 얹어 양념을 뿌려 먹는다.
291,1,"밥은 고슬고슬하게 지어 소금, 참기름, 다진 파로 아주 약하게 간을 해 놓는다."
291,2,"신김치는 잎으로 준비해 물에 한번 헹군 다음 설탕, 소금, 조미료, 참기름 등으로 조물조물 양념해 놓는다."
291,3,밥을 한 입 크기로 쥔 다음 꼭꼭 뭉친 뒤 양념한 김치잎으로 잘 싸준다.
291,4,밥 대신 만두 속이나 다진 고기등을 넣어서 쪄 먹어도 좋다.
292,1,찬물에 멸치를 넣고 끓여 멸칫국물을 우려내고 국간장이나 소금으로 간을 해 멸치장국을 만들어준다.
292,2,쇠고기는 불고기양념을 해서 재워 두었다가 팬에 국물없이 볶아낸다.
292,3,"호박, 당근도 채썰어 소금 간을 해서 볶아주고 계란은 지단을 부쳐 채썬다."
292,4,분량의 양념재료를 섞어 매콤한 양념장을 만들어준다.
292,5,소면은 물에 삶아 건져서 찬물에 헹군 다음 1인분씩 사리지어 놓는다.
292,6,국수대접에 사리지은 소면을 담고 멸치장국을 부어 준비한 고명을 골고루 얹고 양념장을 곁들여 낸다.
293,1,감자는 껍질을 벗겨 조각으로 잘라 소금을 넣고 삶아낸다.
293,2,양파와 베이컨은 두껍게 채 썰어 팬에 볶아낸다.
293,3,인스턴트 크림수프는 우유를 넣고 걸죽하게 끓여낸다.
293,4,"삶은 감자와 볶은 양파, 베이컨을 섞어 내열용기에 담고 크림스프를 얹는다."
293,5,여기에 모짜렐라 치즈를 얹어 180℃의 오븐에 구워 치즈가 녹아 노릇해지면 꺼낸다.
294,1,코다리는 잘 씻어 한 입 크기로 썰어놓는다.
294,2,양파는 사방 3cm로 썰고 청고추와 홍고추는 어슷썬다.
294,3,파도 어슷썰고 마늘은 편으로 썬다.
294,4,분량의 양념재료를 모두 섞어 물을 약간 넣고 조림장을 만든다.
294,5,팬에 코다리만 넣고 조림장을 넣어 약간 조려준다.
294,6,"어느정도 간이 들었으면 양파와 청고추, 홍고추를 넣고 조린다."
295,1,데리야끼소스에 닭가슴살을 5시간쯤 재운다.
295,2,프라이팬을 달궈 닭과 파인애플을 굽는다.
295,3,"브로콜리, 컬리플라워, 당근은 한 입 크기로 썰어 끓는 물에 데친 후 찬물에 헹궈놓는다."
295,4,"청피망, 홍피망을 1cm 정도로 작게 썰고 숙주는 다듬는다."
295,5,달군 프라이팬에 ④을 넣고 볶다가 계란 푼 것을 넣고 계속 볶는다.
295,6,밥을 넣고 밥이 뭉치지 않도록 볶다가 간장으로 간을 한 후 참기름으로 마무리한다.
296,1,"프라이팬에 기름을 두르고 다진 마늘을 볶다가 양파, 양배추를 볶는다."
296,2,양배추에 기름이 돌면 분량의 양념과 쫄면 혹은 더운 물에 불린 당면을 넣고 볶는다.
296,3,마지막으로 순대와 깻잎을 넣고 볶아낸다.
297,1,닭은 뼈가 없는 안심살 혹은 가슴살로 준비하여 먹기 좋은 크기로 썰어 놓는다.
297,2,분량의 양념재료를 섞어서 닭을 재워 놓는다.
297,3,양배추는 단단한 심을 제거하고 한 입 크기로 썰고 고구마도 얄팍하게 저미고 양파는 굵게 채썬다.
297,4,두꺼운 철판이나 넓은 프라이팬에 기름을 두른 후 각종 채소와 양념에 재운 닭을 넣고 볶아낸다.
297,5,닭이 거의 익으면 마지막으로 깻잎을 넣고 볶아낸 후 담아낸다.
298,1,베이컨은 렌지에 10초간 돌려 살짝 익혀 기름기를 빼놓는다.
298,2,"피망은 얇게 채썰어 5cm로 잘라놓고, 흰떡, 샐러리와 맛살도 5cm 정도로 잘라 놓는다."
298,3,베이컨에 준비한 재료를 놓고 돌돌 말아낸다.
298,4,팽이버섯과 채썬 피망은 함께 베이컨에 말아낸다.
298,5,꼬치에 종류별로 끼운 후 그릴에 노릇하게 구워낸다.
298,6,"머스터드, 마요네즈, 간장, 레몬즙을 섞어 소스를 만든후 곁들여 낸다."
299,1,열무김치는 물기를 짠 뒤 5cm로 썰어 참기름에 무쳐 놓는다.
299,2,다진 쇠고기는 양념장에 재워둔다.
299,3,팬에 키친타올로 기름기를 거의 없을 정도로만 바르고 쇠고기를 달달 볶아낸다.
299,4,고추장 양념재료를 모두 섞어 양념장을 만든다.
299,5,밥을 담고 밥 위에 열무김치를 올려담은 후 양념장을 곁들여낸다.
300,1,다시마를 0.5cm로 썰어 30분 정도 냉수에 담갔다가 건져 물기를 뺀다.
300,2,"청고추, 당근은 5cm 정도로 채썰고 맛살도 가늘게 찢어놓는다."
300,3,"팬에 기름을 두르고 마늘을 볶다가 다시마, 당근, 맛살을 넣고 볶는다."
300,4,"청고추채를 넣고 생강즙, 청주, 소금, 후춧가루, 참기름으로 양념을 한 뒤, 접시에 담아낸다."
301,1,"물에 불린 당면은 끓는 물에 삶아 헹군 뒤 10cm 정도로 잘라 햇살담은간장, 설탕, 참기름에 무쳐둔다."
301,2,"양파, 당근, 실파는 6cm 길이로 채썰고  목이버섯, 느타리버섯은 가늘게 찢어놓는다."
301,3,쇠고기도 채썰고 분량의 양념장에 무쳐둔다.
301,4,"달궈진 팬에 기름을 두르고 각각의 채소와 버섯, 고기를 볶아낸다."
301,5,넓은 팬에 당면을 살짝 볶다가 나머지 재료들을 모두 넣고 모두 섞듯이 볶아 바로 불을 끈다.
301,6,참기름을 두르고 넓은 접시에 밥을 담은 후 얹어 낸다.
302,1,"볼에 분량의 밀가루와 설탕, 소금, 이스트, 계란, 물, 쑥가루를 넣고 고루 섞어 한 덩어리로 만든다."
302,2,①에 부드럽게 녹인 버터를 조금씩 섞어가면 반죽을 한다.
302,3,"적당한 크기로 나눠  길게 막대모양으로 민 후, 둥글게 한번 꽈주고 틀에 넣는다."
302,4,180℃의 오븐에서 20분 간 굽는다.
303,1,여린 깻잎보다는 약간 억센 깻잎을 골라 흐르는 물에 깨끗이 씻어 물기를 뺀다.
303,2,항아리에 된장과 함께 깻잎을 켜켜이 담은 다음 망을 씌운후 뚜껑을 덮어 삭힌다.
303,3,한달 정도 삭힌 후 꺼내어 먹는다. (찜통에 살짝 쪄서 먹어도 좋다.)
304,1,쌀국수는 끓는 물에 삶아서 찬물에 헹궈 물기를 뺀다.
304,2,쇠고기는 분량의 양념에 재웠다가 간이 어느정도 배면 볶아낸다.
304,3,"양파는 채썰어서 소금, 설탕, 레몬즙에 절여둔다."
304,4,"새우는 내장을 빼내고 레몬과 소금을 넣은 끓는 물에 데친 후, 색이 변하면 꺼내어 식혀 껍질을 벗겨둔다."
304,5,숙주는 다듬어 약한 소금물에 살짝 데친다.
304,6,상추는 씻어서 물기를 뺀뒤 1cm 폭으로 썰어둔다.
305,1,"아욱은 찬물에 소금으로 바락바락 문질러 씻고, 억센 줄기를 떼어낸다."
305,2,쌀뜨물에 멸치를 서너마리 넣고 물을 끓이다 된장을 풀고 한소끔 더 끓인다.
305,3,멸치를 건져내고 모시조개를 넣는다.
305,4,조개국물이 우러나고 국물이 한번 팔팔 끓으면 조개는 건져내고 아욱을 넣고 은근하게 끓인다.
305,5,"아욱이 부드럽게 익으면 조개를 넣고 대파, 마늘을 넣고, 두부도 작게 썰어 넣어도 좋다."
306,1,달구어진 팬에 기름을 두르고 마늘을 넣어 볶다가 고추장을 넣어 볶는다.
306,2,"물과 고춧가루, 설탕을 넣고 끓인다."
306,3,②에 어묵을 넣어 끓이다가 라면을 넣고 끓인다.
306,4,라면이 어느정도 반쯤 익었을때 말랑한 떡과 대파를 넣고 자작자작하게 볶아낸다.
307,1,고등어는 손질하여 5~6cm로 토막낸다.
307,2,배추김치의 속을 어느정도 털어내고 냄비 위에 편편하게 깐다.
307,3,분량의 양념을 섞어 만든 양념장을 배추 위에 조금 붓고 고등어를 얹는다.
307,4,고등어 위에 양념장을 골고루 끼얹고 물을 부어 센불에서 조린다.
307,5,"양념장이 거의 없어 지게 될 무렵, 찬물을 조금 더 부어 자작하게 조린 후 접시에 담아낸다."
308,1,쇠고기는 채썰어 녹말가루와 계란에 무쳐 뜨거운 팬에 재빨리 볶아낸다.
308,2,새우살도 녹말가루에 버무린 후 뜨거운 팬에 볶아낸다.
308,3,불린 해삼은 반을 갈라 손질하고 채썬다.
308,4,표고버섯도 손질하여 채썰고 죽순도 채를 썬다.
308,5,부추는 4~5cm 정도로 채썬다.
308,6,완두콩은 소금물에 파랗게 삶아낸다.
309,1,바지락은 껍질째 박박 문질러 잘 씻고 찬물에 한시간 정도 더 담가두어 완전히 해감시킨다.
309,2,마늘은 다지고 대파와 마른고추는 송송 썰어둔다.
309,3,팬에 기름을 두르고 마늘을 볶다가 두반장과 설탕을 넣어 기름에 볶아준다.
309,4,③이 기름에 잘 어우러지면 바지락을 넣고 뒤적거리듯 볶는다.
309,5,"조개가 입이 벌어지면 대파와 마른고추를 넣고 한번 더 볶아낸 후, 접시에 예쁘게 담아낸다."
310,1,"가지는 반으로 가른 후 어슷하게 저며 썰고, 대파는 어슷하게 썬다."
310,2,고추는 물에 헹궈 씨를 뺀 후 어슷하게 썬다.
310,3,"쇠고기는 기름이 적당하게 섞인 등심으로 준비해 얇게 저며 썬 후 청주, 후춧가루로 밑간한다."
310,4,달군 프라이팬에 기름을 두르고 ②의 쇠고기를 넣어 볶는다.
310,5,"③의 쇠고기가 알맞게 익으면 기름을 넉넉하게 넣고 ①의 가지와 고추를 넣어 간장, 다진 파, 다진 마늘, 소금, 후춧가루로 간하여 볶는다."
310,6,"깨소금, 참기름으로 마무리한 뒤 접시에 담아낸다."
311,1,"팽이버섯은 뿌리 부분을 자른 뒤 작은 덩어리로 나누고, 느타리버섯은 끓는 물에 데쳐 물기를 꼭 짠 다음 먹기 좋은 크기로 쭉쭉 찢는다."
311,2,양송이버섯은 깨끗이 씻어 밑동 끝의 지저분한 부분을 잘라내고 껍질을 벗긴 다음 모양을 살려 썬다.
311,3,"호박과 두부는 도톰하게 썰고, 굵은 파와 고추는 어슷하게 썰어서 씨를 털어낸다."
311,4,뚝배기에 쌀뜨물을 부어 끓으면 청국장을 푼 다음 한소끔 끓인다.
311,5,"국물이 보글보글 끓으면 손질한 양송이버섯, 느타리버섯, 두부, 호박, 홍고추를 넣고 다시 한번 끓인다."
311,6,"청국장이 한소끔 끓으면 굵은 파, 청고추, 다진 마늘을 넣고 살짝 끓인 후 마지막에 팽이버섯을 넣고 불에서 내려 상에 낸다."
312,1,부추는 깨끗이 다듬은 후 잘 씻어 3~4cm 길이로 썰어둔다.
312,2,청고추는 반을 갈라 씨를 뺀 후 어슷하게 썰어 둔다.
